DCONC.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email;"""
DECATUR-AL.GOV,"   p=none;   rua=mailto:mailreports@decatur-al.gov; ruf=mailto:mailreports@decatur-al.gov"""
DECATURIL.GOV,"   p=none; sp=none; rua=mailto:dmarc@mailinblue.com!10m; ruf=mailto:dmarc@mailinblue.com!10m; rf=afrf;   ri=86400"""
DELAWARE.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email;"""
DEMOPOLISAL.GOV,"   p=quarantine; pct=10; rua=mailto:dmarc@demopolisal.gov; ruf=mailto:dmarc@demopolisal.gov"""
DENTONCOUNTYESD1.GOV,"   p=none; rua=mailto:web@dentoncountyesd1.gov"""
DETROITMI.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email;"""
DEWITTCOUNTYIL.GOV,"   p=none; rua=mailto:iehzkwar@ag.us.dmarcian.com;"""
DFSPDFL.GOV,"   p=none; rua=mailto:blackrd@dfspd.net"""
DICKINSONCOUNTYIOWA.GOV,"   p=none;   rua=mailto:dmarc@dickinsoncountyiowa.gov; ruf=mailto:dmarc@dickinsoncountyiowa.gov; fo=1"""
DICKINSONTEXAS.GOV,"  p=quarantine; sp=none; rua=mailto:rene.valdez@dickinsontexas.gov; ruf=mailto:rene.valdez@dickinsontexas.gov; rf=afrf;   adkim=r; aspf=r"""
DOUGLASCOUNTYIL.GOV,"   p=none; rua=mailto:it@douglascountyil.gov"""
DUNCANOK.GOV,"   p=none;   rua=mailto:2b36b534@mxtoolbox.dmarc-report.com; ruf=mailto:2b36b534@forensics.dmarc-report.com;"""
DUNLAPTN.GOV,"  p=none; rua=mailto:postmaster@bledsoe.net"""
DUPAGECOUNTY.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email;"""
DUPONTWA.GOV,"   p=none; rua=mailto:brightwire@dupontwa.gov; aspf=r"""
EASTBRIDGEWATERMA.GOV,"   p=none;   rua=mailto:rua+eastbridgewaterma.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+eastbridgewaterma.gov@dmarc.barracudanetworks.com"""
EASTCOVENTRY-PA.GOV,"   p=none; rua=mailto:dmarcadmins@mail.aperion.com;"""
EASTHAMPTONMA.GOV,"   p=none; rua=mailto:iris@easthamptonma.gov; ruf=mailto:iris@easthamptonma.gov; sp=none; pct=5; ri=86400"""
EASTHAMPTONVILLAGENY.GOV,"   p=none; rua=mailto:security@easthamptonvillageny.gov; ruf=mailto:security@easthamptonvillageny.gov"""
EASTLONGMEADOWMA.GOV,"   p=none; rua=mailto:dmarc@eastlongmeadowma.gov; sp=none; ri=86400"""
EASTON-PA.GOV,"   p=none;   sp=none; rua=mailto:re+2c7e4b716d9e@inbound.dmarcdigests.com;"""
EASTWASHINGTONPA.GOV,"   p=none"""
EDENNY.GOV,"  p=none;sp=none;adkim=r;aspf=r; fo=0;rf=afrf;ri=86400"""
EHAWAII.GOV,   p=none; sp=none;   ri=82800; rua=mailto:state-of-hawaii@rua.agari.com
ELIZABETHTOWN-NY.GOV,"  p=none;sp=none;adkim=r;aspf=r; fo=0;rf=afrf; rua=mailto:abuse@westelcom.com;ruf=mailto:abuse@westelcom.com"""
ELKRIVERMN.GOV,   p=none; rua=mailto:8570943f@mxtoolbox.dmarc-report.com
ELMIRAGEAZ.GOV,"   p=none; rua=mailto:d6e9f27bf8e6356@rep.dmarcanalyzer.com; ruf=mailto:d6e9f27bf8e6356@for.dmarcanalyzer.com;  """
ELRENOOK.GOV,"   p=none; rua=mailto:it@elrenook.gov;"""
ENCINITASCA.GOV,"   p=none;   rua=mailto:dmarc@encinitasca.gov; ruf=mailto:dmarc@encinitasca.gov; fo=1"""
ENERGYCODES.GOV,"  "" "" "" ""sp=none;"" "" "" "" "" "" "" ""rua=mailto:reports@dmarc.cyber.dhs.gov"
ENERGYCOMMUNITIES.GOV,   p=none; fo=0;   adkim=r; aspf=r; rf=afrf;   rua=mailto:rua@netl.doe.gov
EPCOUNTYTX.GOV,"   p=none;       rua=mailto:a4cf8265@inbox.ondmarc.com; ruf=mailto:a4cf8265@inbox.ondmarc.com;"""
ERIE.GOV,"  p=none"""
ERIECO.GOV,"   p=none; rua=mailto:postmaster@erieco.gov; sp=none; ri=86400"""
ESCONDIDOCA.GOV,"   p=none; rua=mailto:mailops@escondido.org; ruf=mailto:mailops@escondido.org;  """
ESTERO-FL.GOV,"   p=none"""
EUGENE-OR.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email;"""
EULESSTX.GOV,"   p=none; rua=mailto:postmaster@eulesstx.gov;"""
EUTAWAL.GOV,"   p=none; rua=mailto:2j5o8o3r1j@rua.powerdmarc.com; ruf=mailto:2j5o8o3r1j@ruf.powerdmarc.com; fo=0:1:d:s;"""
EVERETTWA.GOV,"   p=none; rua=mailto:rua@everettwa.gov; ruf=mailto:ruf@everettwa.gov; sp=none; fo=s; ri=86400"""
FAIRFAXCOUNTY.GOV,"     sp=none;     rua=mailto:fairfax@rua.agari.com; ruf=mailto:fairfax@ruf.agari.com"""
FAIRFIELDCT.GOV,"   p=none; rua=mailto:nprice@fairfieldct.org; ruf=mailto:tofitalerts@fairfieldct.org;  """
FAIRFIELDMT.GOV,"   p=none;"""
FAIRMONTNC.GOV,"   p=quarantine; sp=none; rf=afrf;    """
FAIRMONTWV.GOV,"   p=none; rua=mailto:dmarc@fairmontwv.gov; ruf=mailto:dmarc@fairmontwv.gov; fo=0:1:d:s;"""
FALLSCHURCHVA.GOV,"   p=none; rua=mailto:cfcsupport@fallschurchva.gov; ruf=mailto:cfcsupport@fallschurchva.gov; s  ri=84600;"""
FALMOUTHMA.GOV,   p=none; rua=mailto:dmarc_agg@vali.email
FARGOND.GOV,"   p=none; rua=mailto:manderson@fargond.gov; ruf=mailto:manderson@fargond.gov; sp=none; ri=86400"""
FARMERSBRANCHTX.GOV,"  "" ""p=none;"" ""rua=mailto:dmarc_agg@vali.email"""
FARMINGTON-MO.GOV,"   p=none; sp=none; rf=afrf;   ri=86400"""
FATETX.GOV,"   p=none; rua=mailto:dmarc@cityoffate.com; ruf=mailto:dmarc@cityoffate.com; s """
FAYETTECOUNTYGA.GOV,"   p=none; rua=mailto:dmarc-rua@fayettecountyga.gov; ruf=mailto:dmarc-ruf@fayettecountyga.gov; sp=none;    """
FCPOTAWATOMI-NSN.GOV,"   p=none; rua=mailto:email.admins@fcpotawatomi-nsn.gov; ruf=mailto:email.admins@fcpotawatomi-nsn.gov; fo=1"""
FERC.GOV,       sp=none; fo=0;   rua=mailto:dmarc-collection@ferc.gov
FJC.GOV,"   p=none; rua=mailto:FJC_dmarc@fjc.gov"""
FLAGLERCOUNTY.GOV,"   p=none;   rua=mailto:dmarc@flaglercounty.gov; ruf=mailto:dmarc@flaglercounty.gov; fo=1"""
FLBOARDOFMEDICINE.GOV,"     sp=none;"""
FLDJJ.GOV,"   p=none; pct=10; rua=mailto:dmarc@fldjj.gov"""
FLHEALTH.GOV,"   p=none; rua=mailto:azrpyjlk@ag.dmarcian.com;"""
FLHEALTHSOURCE.GOV,"   p=none; sp=none; rua=mailto:dmarc@mailinblue.com!10m; ruf=mailto:dmarc@mailinblue.com!10m; rf=afrf;   ri=86400"""
FLORIDASACUPUNCTURE.GOV,"     sp=none;"""
FLORIDASATHLETICTRAINING.GOV,"     sp=none;"""
FLORIDASCHIROPRACTICMEDICINE.GOV,"     sp=none;"""
FLORIDASCLINICALLABS.GOV,"     sp=none;"""
FLORIDASDENTISTRY.GOV,"     sp=none;"""
FLORIDASHEARINGAIDSPECIALISTS.GOV,"     sp=none;"""
FLORIDASMASSAGETHERAPY.GOV,"     sp=none;"""
FLORIDASMENTALHEALTHPROFESSIONS.GOV,"     sp=none;"""
FLORIDASNURSING.GOV,"     sp=none;"""
FLORIDASNURSINGHOMEADMIN.GOV,"     sp=none"""
FLORIDASOCCUPATIONALTHERAPY.GOV,"     sp=none;"""
FLORIDASOPTICIANRY.GOV,"     sp=none;"""
FLORIDASOPTOMETRY.GOV,"     sp=none;"""
FLORIDASORTHOTISTSPROSTHETISTS.GOV,"     sp=none;"""
FLORIDASOSTEOPATHICMEDICINE.GOV,"     sp=none;"""
FLORIDASPHARMACY.GOV,"     sp=none;"""
FLORIDASPHYSICALTHERAPY.GOV,"     sp=none;"""
FLORIDASPODIATRICMEDICINE.GOV,"     sp=none;"""
FLORIDASPSYCHOLOGY.GOV,"     sp=none;"""
FLORIDASRESPIRATORYCARE.GOV,"     sp=none;"""
FLORIDASSPEECHAUDIOLOGY.GOV,"     sp=none;"""
FLRA.GOV,     sp=none; rua=mailto:helpdesk@flra.gov
FNSB.GOV,"   p=none; rua=mailto:jwaeoy1s@ag.dmarcian.com; ruf=mailto:jwaeoy1s@fr.dmarcian.com;"""
FORSYTHCOUNTYNC.GOV,"   pct=80; rua=mailto:gary@forsyth.cc; p=none; adkim=r; aspf=r"""
FORTBENDCOUNTYTX.GOV,"   p=none;   rua=mailto:DMARCReports@fortbendcountytx.gov; ruf=mailto:DMARCReports@fortbendcountytx.gov; fo=1"""
FORTLAUDERDALE.GOV,"   p=none; rua=mailto:spamadmin@fortlauderdale.gov; ruf=mailto:spamadmin@fortlauderdale.gov;   aspf=r; asfp=r;  """
FORTMYERSBEACHFL.GOV,"   p=none; ruf=mailto:DMARC@fortmyersbeachfl.gov;"""
FORTSMITHAR.GOV,"   p=quarantine; rua=mailto:dmarcrecords@fortsmithar.gov; ruf=mailto:dmarcrecords@fortsmithar.gov; sp=none; ri=86400"""
FORTWORTHTEXAS.GOV,"   p=none; rua=mailto:RUA_Dmarc@fortworthtexas.gov; ruf=mailto:RUF_Dmarc@fortworthtexas.gov; fo=1"""
FOUNTAINHILLSAZ.GOV,"   p=none;   rua=mailto:rua+fountainhillsaz.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+fountainhillsaz.gov@dmarc.barracudanetworks.com"""
FRAMES.GOV,"  p=none;rua=mailto:admin@frames.gov"""
FRANKFORT-IN.GOV,"   p=none; rua=mailto:0ac9fc7a@mxtoolbox.dmarc-report.com; ruf=mailto:0ac9fc7a@forensics.dmarc-report.com; fo=1"""
FRANKLINCOUNTYIL.GOV,"   p=none; rua=mailto:ryan.buckingham@franklincountyil.gov; pct=10;"""
FRANKLINMO.GOV,"   p=none; rua=mailto:84458aa878f7.a@dmarcinput.com; ruf=mailto:84458aa878f7.f@dmarcinput.com; sp=none; fo=1"""
FRANKLINNJ.GOV,"   p=none; rua=mailto:techs@franklinnj.gov; ruf=mailto:techs@franklinnj.gov;  """
FREDERICKCOUNTYMD.GOV,  p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com
FREDERICKSBURGVA.GOV,"  p=none;rua=mailto:soc@fredericksburgva.gov;ruf=mailto:soc@fredericksburgva.gov;fo=1"""
FREMONT.GOV,"   p=none; sp=none; rua=mailto:32amyyyeu0@rua.powerdmarc.com; ruf=mailto:32amyyyeu0@ruf.powerdmarc.com;  """
FREMONTNE.GOV,"  p=none; rua=mailto:postmaster@fremontne.gov"""
FRESNO.GOV,"   p=quarantine; sp=none; adkim=r; aspf=r;   rua=mailto:cof.adra@fresno.gov; ruf=mailto:cof.fdra@fresno.gov; rf=afrf; ri=86400"""
FRIENDSHIPHEIGHTSMD.GOV,"   p=none; rua=mailto:dmarc-jgoldstein@friendshipheightsmd.gov"""
FULTONCOUNTYGA.GOV,"   p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1"""
FULTONCOUNTYNY.GOV,"   p=quarantine; rua=mailto:ITDirector@fultoncountyny.gov; ruf=mailto:ITDirector@fultoncountyny.gov; sp=none; ri=86400"""
FVAP.GOV,"  p=quarantine;sp=none;rua=mailto:tech@fvap.gov"""
GAHANNA.GOV,"   p=none;"""
GAINESVILLEFL.GOV,"   p=none"""
GAITHERSBURGMD.GOV,"   p=none; rua=mailto:jc2avvgg@ag.dmarcian.com; ruf=mailto:jc2avvgg@fr.dmarcian.com;  """
GALVESTONCOUNTYTX.GOV,"   p=none;     rua=mailto:galveston-county@rua.dmp.cisco.com; ruf=mailto:galveston-county@ruf.dmp.cisco.com"""
GALVESTONTX.GOV,"   p=none"""
GARLANDTX.GOV,"  p=none; rua=mailto:postmaster@garlandtx.gov"""
GASTONIANC.GOV, null
GENEVAOHIO.GOV,"  p=none;s adkim=s;aspf=r;rua=mailto:cdowd@genevaohio.gov;ruf=mailto:cdowd@genevaohio.gov;fo=1"""
GEORGETOWNOHIO.GOV,"   p=none;   rua=mailto:art.owens@georgetownohio.gov"""
GERMANTOWN-TN.GOV,"   p=quarantine; rua=mailto:demarc-report@germantown-tn.gov; pct=1;"""
GERMANTOWNPOLICEWI.GOV,"   p=none; rua=mailto:dmarcreports@germantownpolicewi.gov; fo=1"""
GERMANTOWNWI.GOV,"   p=none; rua=mailto:dmarcreports@germantownwi.gov; fo=1"""
GILBERTAZ.GOV,"   p=none; rua=mailto:dmarc@gilbertaz.gov; ruf=mailto:dmarc@gilbertaz.gov; rf=afrf; sp=none;   adkim=r; aspf=r"""
GILLETTEWY.GOV,"   p=none; rua=mailto:networkadmin@gillettewy.gov; ruf=mailto:networkadmin@gillettewy.gov"""
GLASTONBURY-CT.GOV,"   p=none; rua=mailto:dmarc-feedback@glastonbury-ct.gov"""
GLASTONBURYCT.GOV,"   p=none; rua=mailto:dmarc-feedback@glastonburyct.gov"""
GLENDALEAZ.GOV,   p=none;     rua=mailto:glendaleaz@rua.dmp.cisco.com
GLENDALECA.GOV,"   p=none; rua=mailto:e56cef881f5c893@rep.dmarcanalyzer.com; ruf=mailto:e56cef881f5c893@for.dmarcanalyzer.com;  """
GLNPO.GOV,"  p=none; rua=mailto:DMARC_RUA_glnpo.gov@epa.gov;ruf=mailto:DMARC_RUF_glnpo.gov@epa.gov;rua=mailto:reports@dmarc.cyber.dhs.gov;fo=1"""
GLYNNCOUNTY-GA.GOV,"   p=none; sp=none; rua=mailto:dmarcrpt@glynncounty-ga.gov!10m; ruf=mailto:dmarcrpt@glynncounty-ga.gov!10m; rf=afrf;   ri=86400"""
GOFFSTOWNNH.GOV,"   p=none;   rua=mailto:rua+goffstownnh.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+goffstownnh.gov@dmarc.barracudanetworks.com"""
GRADYCOUNTYGA.GOV,"   p=quarantine; rua=mailto:dc589f4aa847535@rep.dmarcanalyzer.com; ruf=mailto:dc589f4aa847535@for.dmarcanalyzer.com; pct=25;  """
GRAFTON-MA.GOV,"   p=none; rua=mailto:coghlin-support@grafton-ma.gov"""
GRANDRAPIDSMN.GOV,"   p=none; rua=mailto:zex8njma@ag.us.dmarcian.com; ruf=mailto:zex8njma@fr.us.dmarcian.com;"""
GRANDVIEWHEIGHTS.GOV,"   p=none;   rua=mailto:rua+grandviewheights.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+grandviewheights.gov@dmarc.barracudanetworks.com"""
GRANTCOUNTY-OR.GOV,"   p=none; rua=mailto:administrator@grantesd.k12.or.us;"""
GRANTCOUNTYWA.GOV,   p=none; rua=mailto:25809a82@mxtoolbox.dmarc-report.com
GREENACRESFL.GOV,   p=quarantine; pct=20; rua=mailto:575d46a0@mxtoolbox.dmarc-report.com
GREENFIELDLAXWI.GOV,"   p=none; rua=mailto:dmarc@greenfieldlaxwi.gov; ruf=mailto:dmarc@greenfieldlaxwi.gov; fo=1"""
GREENLAKECOUNTYWI.GOV,"   p=none; ruf=mailto:support@greenlakecountywi.gov"""
GROTON-CT.GOV,"   p=quarantine; rua=mailto:it_helpdesk@groton-ct.gov; sp=none;"""
GTCOUNTYMI.GOV,"     pct=1; rua=mailto:tk2bbrrm@ag.dmarcian.com; ruf=mailto:tk2bbrrm@fr.dmarcian.com;"""
GUILFORDCOUNTYNC.GOV,"   p=none;   rua=mailto:rua+guilfordcountync.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+guilfordcountync.gov@dmarc.barracudanetworks.com"""
GUILFORDVT.GOV,   p=none; rua=mailto:help@guilfordvt.gov
HAHIRAGA.GOV, null
HAMILTONPDNJ.GOV,"   p=none; rua=mailto:ef9b70ea@mxtoolbox.dmarc-report.com; ruf=mailto:ef9b70ea@forensics.dmarc-report.com; fo=1"""
HAMPTONROADS.GOV,"   p=none"""
HANSON-MA.GOV,"   p=none; rua=mailto:administrator@hanson-ma.gov"""
HARLINGENTX.GOV,"   p=none; rua=mailto:dmarc@ugtgddqr.uriports.com; ruf=mailto:dmarc@ugtgddqr.uriports.com; fo=1:s; aspf=r"""
HARRISCOUNTYGA.GOV,"   p=none; rua=mailto:24c7c336c627656@rep.dmarcanalyzer.com; ruf=mailto:24c7c336c627656@for.dmarcanalyzer.com;  """
HARRISONBURGVA.GOV,"   p=none; rua=mailto:dmarc.info@harrisonburgva.gov"""
HARTSVILLESC.GOV,"   p=none;   rua=mailto:re+ut6jwixuzau@dmarc.postmarkapp.com; sp=none; aspf=r;"""
HAVREDEGRACEMD.GOV,"   p=none;   rua=mailto:re+maqvhst3ral@dmarc.postmarkapp.com; sp=none; aspf=r;"""
HAWAIICOUNTY.GOV,"     rua=mailto:systemssupport@hawaiicounty.gov; ruf=mailto:systemssupport@hawaiicounty.gov; sp=none; ri=84600"""
HAYSIVIRGINIA.GOV,"   p=none"""
HAYWARD-CA.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email;"""
HCNH.GOV,"   p=none;   rua=mailto:dmarc@hcnh.gov; ruf=mailto:dmarc@hcnh.gov; fo=1"""
HCSHERIFF.GOV,"   p=none; rua=mailto:gdo@hcsheriff.gov; ruf=mailto:gdo@hcsheriff.gov; fo=1"""
HELENAMT.GOV,"  p=quarantine; rua=mailto:5d8d17be@mxtoolbox.dmarc-report.com;ruf=mailto:5d8d17be@forensics.dmarc-report.com;pct=50"""
HEMPSTEADTOWNNY.GOV, null
HENRYVILASZOO.GOV,"   p=none; rua=mailto:61tyxufw@ag.us.dmarcian.com;"""
HERMONMAINE.GOV,"   p=none; rua=mailto:administrator@hermonmaine.gov;  """
HERNANDOVOTES.GOV,"   p=quarantine; rua=mailto:DMARC_Reports@co.hernando.fl.us; ruf=mailto:DMARC_Reports@co.hernando.fl.us; sp=none;   ri=86400"""
HFSCTX.GOV,"   p=none; rua=mailto:evaldez@houstonforensicscience.org; ruf=mailto:evaldez@houstonforensicscience.org; s  ri=84600;"""
HIAWASSEEGA.GOV,"   p=none; rua=mailto:e11e8cc605c9.a@dmarcinput.com; ruf=mailto:e11e8cc605c9.f@dmarcinput.com; sp=none; fo=1"""
HIGHLANDIL.GOV,"   p=none"""
HIGHPOINTNC.GOV,"   p=none; rua=mailto:dmarcreports@highpointnc.gov; ruf=mailto:dmarcfailures@highpointnc.gov;"""
HILLSBOROUGHNC.GOV,"   p=none;   rua=mailto:019b46ea@mxtoolbox.dmarc-report.com; ruf=mailto:019b46ea@forensics.dmarc-report.com;"""
HILTONHEADISLANDSC.GOV,"   p=none;   rua=mailto:dmarc@hiltonheadislandsc.gov; ruf=mailto:dmarc@hiltonheadislandsc.gov; fo=1"""
HINSDALEMA.GOV,"   p=none; rua=mailto:dmarc@net-engineering.com; ruf=mailto:dmarc@net-engineering.com; fo=1"""
HOMEWOODIL.GOV,"   p=none"""
HOOVERALABAMA.GOV,"   p=none"""
HORRYCOUNTYSC.GOV,"   p=none; rua=mailto:dmarc-rua@horrycountysc.gov; ruf=mailto:dmarc-ruf@horrycountysc.gov;"""
HOUSE.GOV,  p=none; rua=mailto:DMARC-aggregate@mail.house.gov
HOUSECOMMUNICATIONS.GOV,  p=none; rua=mailto:DMARC-aggregate@mail.house.gov
HOUSTONCOUNTYAL.GOV,"   p=quarantine; rua=mailto:dmarc@houstoncountyal.gov; ruf=mailto:dmarc_forensic@houstoncountyal.gov;   pct=10"""
HOUSTONLAKE.GOV, null
HOUSTONTX.GOV,"  "" ""p=none;"" "" "" ""rua=mailto:dmarc_rua@emaildefense.proofpoint.com;"" ""ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
HOWARDCOUNTYNE.GOV,"   p=none; rua=mailto:dcramer@howardcountyne.gov;"""
HPULTRIBE-NSN.GOV,"   p=none;   rua=mailto:sysops@habemco.com"""
HUALAPAI-NSN.GOV,"  p=none; rua=mailto:postmaster@hualapai-nsn.gov"""
HUDSONNH.GOV,"  p=none;sp=none; adkim=r;aspf=r;rua=mailto:notifyit@hudsonnh.gov;ruf=mailto:notifyit@hudsonnh.gov; fo=0:1:d:s"""
HUDSONREGIONAL.GOV,"   p=none; rua=mailto:hrhc@hudsonregional.gov; ruf=mailto:hrhc@hudsonregional.gov; sp=none; ri=86400"""
HULMEVILLE-PA.GOV,"   p=none; rua=mailto; ruf=mailto:cb6087df@forensics.dmarc-report.com; fo=1"""
HUNTSVILLEAL.GOV,"   ruf=mailto:dmarc-rep@huntsvilleal.gov;rua=mailto:dmarc-rep@huntsvilleal.gov;p=none;sp=none;fo=1"""
HVLNC.GOV,"   p=none; rua=mailto:d5kyfz8y@ag.dmarcian.com; pct=1;"""
ID.GOV,   p=none; rua=mailto:fd387cd48d17625@rep.dmarcanalyzer.com
IDABEL-OK.GOV,"   p=none;   rua=mailto:re+dllqtwvxy8v@dmarc.postmarkapp.com; sp=none; aspf=r;"""
IDAHO.GOV,   p=none; rua=mailto:fd387cd48d17625@rep.dmarcanalyzer.com
IDAHOFALLS.GOV,"   p=none;   rua=mailto:rua+idahofalls.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+idahofalls.gov@dmarc.barracudanetworks.com"""
IDAHOFALLSIDAHO.GOV,"   p=none;   rua=mailto:rua+idahofallsidaho.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+idahofallsidaho.gov@dmarc.barracudanetworks.com"""
ILAG.GOV,"   p=none; rua=mailto:dmarcreports@ilag.gov"""
ILATTORNEYGENERAL.GOV,"   p=none; rua=mailto:dmarcreports@ilattorneygeneral.gov"""
ILLINOIS.GOV,  p=none;sp=none;rua=mailto:f6956c82@mxtoolbox.dmarc-report.com
ILSOS.GOV,   p=none; sp=none;     rua=mailto:ciscodsmsupport@rua.agari.com
INDIANLAKEPA.GOV,"   p=none"""
INDIANOLAIOWA.GOV,"   p=none; rua=mailto:indianolait@indianolaiowa.gov; ruf=mailto:indianolait@indianolaiowa.gov;  """
INDY.GOV,   p=none; sp=none; rua=mailto:dmarc@indy.gov
IOWA.GOV,   p=none; rua=mailto:b9763f5f@mxtoolbox.dmarc-report.com
IOWACOLONYTX.GOV,   p=quarantine; pct=5; rua=mailto:admin@cityofiowacolony.com
IOWAFRAUDFIGHTERS.GOV,"     rua=mailto:dmarc.reports@iowa.gov; rf=afrf;   sp=none"""
IOWAWORKFORCE.GOV, null
IPSWICHMA.GOV,   p=none; rua=mailto:dmarc_agg@valigov.email
IRONTONMO.GOV,"   p=none; sp=none;     rua=mailto:dmarc@irontonmo.gov; ruf=mailto:dmarc@irontonmo.gov"""
ISSAQUAHWA.GOV,   p=none; rua=mailto:5jba2uiv@ag.dmarcian.com
JACKSONCOUNTYTN.GOV,"   p=none; rua=mailto:jacksoncountytn@tech-realms.com"""
JACKSONRANCHERIA-NSN.GOV, null
JACKSONVILLENC.GOV,   p=none;   rua=mailto:7ec715d7@mxtoolbox.dmarc-report.com; ruf=mailto:7ec715d7@forensics.dmarc-report.com
JAMESMADISON.GOV,"   p=none; rua=mailto:reports@dmarc.cyber.dhs.gov"""
JCT.GOV,"   p=none; rua=mailto:dmarc@jct.gov"""
JEFFERSONCOUNTYAR.GOV,"   p=none;  """
JESUPGA.GOV,"   p=none; rua=mailto:dmarc@jesupga.gov; ruf=mailto:dmarc@jesupga.gov;"""
JISNASHVILLE.GOV,"   p=none; rua=mailto:dmarcaggregate@nashville.gov;"""
JOBS4TN.GOV,"   p=none;   rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
JODAVIESSCOUNTYIL.GOV,"  p=none;rua=mailto:ITSupport@jodaviesscountyil.gov"""
JONESTOWNTX.GOV, null
KANNAPOLISNC.GOV,"   p=none;   rua=mailto:06c11568@mxtoolbox.dmarc-report.com; ruf=mailto:06c11568@forensics.dmarc-report.com;"""
KAUAI.GOV,   p=none;   rua=mailto:dsherman@kauai.gov
KBIC-NSN.GOV,"   p=none; rua=mailto:postmaster@kbic-nsn.gov; ruf=mailto:postmaster@kbic-nsn.gov; fo=1"""
KEARNEYCOUNTYNE.GOV,"   p=none; rua=mailto:ryanpvc@kearneycountyne.gov"""
KENMOREWA.GOV,"   p=none; rua=mailto:afb2bfab7a3a787@rep.dmarcanalyzer.com; ruf=mailto:afb2bfab7a3a787@for.dmarcanalyzer.com; sp=none;  """
KENTCOUNTYDE.GOV,"   p=none;   rua=mailto:networkadmins@co.kent.de.us;"""
KENTWA.GOV,"       rua=mailto:re+jgkpobu3xvn@dmarc.postmarkapp.com; ruf=mailto:mailforensics@kentwa.gov; sp=none; aspf=r;"""
KIELWI.GOV,"   p=none; adkim=r; aspf=r;     rf=afrf;   rua=mailto:dmarc@kielwi.gov"""
KILLEENTEXAS.GOV,"   p=none;"""
KINGCOUNTY.GOV,"   p=none;"""
KINGSPORTTN.GOV,"       rua=mailto:re+rsxv2r7pagd@dmarc.postmarkapp.com; sp=none; aspf=r;"""
KINSTONNC.GOV,"  p=none;sp=none; adkim=r;aspf=r;rua=mailto:hostmaster@kinstonnc.gov;ruf=mailto:hostmaster@kinstonnc.gov;fo=1"""
KISSIMMEE.GOV,"  p=none;sp=none; adkim=r;aspf=r;rua=mailto:postmaster@kissimmee.gov;ruf=mailto:postmaster@kissimmee.gov; fo=1"""
KNIGHTDALENC.GOV,"   p=none;   rua=mailto:re+cscxsktg7qp@dmarc.postmarkapp.com; sp=none; aspf=r;"""
KNOXCOUNTYTN.GOV,"     rua=mailto:1dc88111048f748@rep.dmarcanalyzer.com; ruf=mailto:1dc88111048f748@for.dmarcanalyzer.com; sp=none;  """
KPL.GOV,"   p=none; rua=mailto:kplwebdv@gmail.com"""
KS.GOV,"   p=none;   rua=mailto:rua@ks.gov; ruf=mailto:ruf@ks.gov; fo=1"""
KY.GOV,   p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com
LA.GOV,   p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com
LACONIANH.GOV,"   p=none; rua=mailto:alerts@laconianh.gov; ruf=mailto:alerts@laconianh.gov; sp=none; ri=86400"""
LACOUNTY.GOV,"   p=none; rua=mailto:0f0c339a@mxtoolbox.dmarc-report.com; ruf=mailto:0f0c339a@forensics.dmarc-report.com;"""
LAFAYETTELA.GOV,"  "" ""p=none;"""
LAGRANGENY.GOV,"   p=none; rua=mailto:ipm4c3o@ar.glockapps.com; ruf=mailto:ipm4c3o@fr.glockapps.com; adkim=r; aspf=r;  """
LAHABRACA.GOV,"   p=none;   rua=mailto:postmaster@lahabraca.gov"""
LAJOLLA-NSN.GOV,"   p=none; rua=mailto:jeggleton@imagesourceusa.com"""
LAKECOUNTYIL.GOV,"   p=none; rua=mailto:dmarc-do-not-reply@lakecountyil.gov; fo=1"""
LAKECOUNTYOHIO.GOV,"   p=none; rua=mailto:df8d36cbf83a526@rep.dmarcanalyzer.com; ruf=mailto:df8d36cbf83a526@for.dmarcanalyzer.com;  """
LANARKIL.GOV,"   p=none"""
LANCASTERNY.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email;"""
LANECOUNTYOR.GOV,"   p=none"""
LASALLE-IL.GOV,"   p=none; rua=mailto:dmarc@cpointcc.com; ruf=mailto:dmarc@cpointcc.com; fo=1"""
